catalog_value,combination,decision,existing_value,field,source
FVC85AV1V/RC85AGY1V,FVC85AV1V/RC85AGY1V,NEW_OR_REVIEW_DB_MATCH,,technical_identity,PDF 65 / printed 128|129
FVC100AV1V/RC100AGY1V,FVC100AV1V/RC100AGY1V,NEW_OR_REVIEW_DB_MATCH,,technical_identity,PDF 65 / printed 128|129
FVC125AV1V/RC125AGY1V,FVC125AV1V/RC125AGY1V,NEW_OR_REVIEW_DB_MATCH,,technical_identity,PDF 65 / printed 128|129
FVC140AV1V/RC140AGY1V,FVC140AV1V/RC140AGY1V,NEW_OR_REVIEW_DB_MATCH,,technical_identity,PDF 65 / printed 128|129
FHNQ30MV1V/RNQ30MV1V,FHNQ30MV1V/RNQ30MV1V,NEW_OR_REVIEW_DB_MATCH,,technical_identity,PDF 65 / printed 128|129
FHNQ36MV1V/RNQ36MV1V,FHNQ36MV1V/RNQ36MV1V,NEW_OR_REVIEW_DB_MATCH,,technical_identity,PDF 65 / printed 128|129
FHNQ42MV1/RNQ42MY1,FHNQ42MV1/RNQ42MY1,NEW_OR_REVIEW_DB_MATCH,,technical_identity,PDF 65 / printed 128|129
FHNQ48MV1/RNQ48MY1,FHNQ48MV1/RNQ48MY1,NEW_OR_REVIEW_DB_MATCH,,technical_identity,PDF 65 / printed 128|129
FVGR8PV1/RN80H(E)Y18,FVGR8PV1/RN80H(E)Y18,NEW_OR_REVIEW_DB_MATCH,,technical_identity,PDF 65 / printed 128|129
FVGR10PV1/RCN100H(E)Y18,FVGR10PV1/RCN100H(E)Y18,NEW_OR_REVIEW_DB_MATCH,,technical_identity,PDF 65 / printed 128|129
FVGR13PV1/RCN125H(E)Y18,FVGR13PV1/RCN125H(E)Y18,NEW_OR_REVIEW_DB_MATCH,,technical_identity,PDF 65 / printed 128|129
FVGR15PV1/RCN150H(E)Y18,FVGR15PV1/RCN150H(E)Y18,NEW_OR_REVIEW_DB_MATCH,,technical_identity,PDF 65 / printed 128|129
