combination_id,confidence,field,indoor_model,normalized_value,outdoor_model,raw_label,raw_value,source_column,source_pdf_page,source_printed_page,source_row,unit,verification_method
FCTF50AVM/RZF50DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FCTF50AVM,RZF50DVM,RZF50DVM,Dàn nóng,RZF50DVM,5,55,108|109,4,,
FCTF50AVM/RZF50DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FCTF50AVM,"1 Pha, 220-240 / 220-230V, 50 / 60Hz",RZF50DVM,Nguồn điện / Dàn nóng,"1 Pha, 220-240 / 220-230V, 50 / 60Hz",5,55,108|109,5,,
FCTF50AVM/RZF50DVM,VERIFIED_TABLE_CELL,cooling_capacity_kw,FCTF50AVM,5.0 (2.3-5.6),RZF50DVM,"Công suất làm lạnh 1,2 Định mức (Tối thiểu - Tối đa) / kW",5.0 (2.3-5.6),5,55,108|109,6,kW,
FCTF50AVM/RZF50DVM,VERIFIED_TABLE_CELL,cooling_capacity_btu,FCTF50AVM,"17,100 (7,800-19,100)",RZF50DVM,Btu/h,"17,100 (7,800-19,100)",5,55,108|109,7,Btu/h,
FCTF50AVM/RZF50DVM,VERIFIED_TABLE_CELL,power_input_kw,FCTF50AVM,1.01,RZF50DVM,Điện năng tiêu thụ / Làm lạnh 1 / kW,1.01,5,55,108|109,8,kW,
FCTF50AVM/RZF50DVM,VERIFIED_TABLE_CELL,cop,FCTF50AVM,4.95,RZF50DVM,COP / kW/kW,4.95,5,55,108|109,9,,
FCTF50AVM/RZF50DVM,VERIFIED_TABLE_CELL,cspf,FCTF50AVM,7.60,RZF50DVM,CSPF / kWh/kWh,7.60,5,55,108|109,10,,
FCTF50AVM/RZF50DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FCTF50AVM,----------,RZF50DVM,Dàn lạnh / Màu sắc / Thiết bị,----------,5,55,108|109,11,,
FCTF50AVM/RZF50DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FCTF50AVM,Trắng sáng,RZF50DVM,Mặt nạ trang trí,Trắng sáng,5,55,108|109,12,,
FCTF50AVM/RZF50DVM,VERIFIED_TABLE_CELL,airflow,FCTF50AVM,23 / 21 / 18.5 / 16 / 13.5,RZF50DVM,Lưu lượng gió (RC / C / TB / T / RT) / m3/phút,23 / 21 / 18.5 / 16 / 13.5,5,55,108|109,13,,
FCTF50AVM/RZF50DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FCTF50AVM,812 / 741 / 653 / 565 / 477,RZF50DVM,cfm,812 / 741 / 653 / 565 / 477,5,55,108|109,14,,
FCTF50AVM/RZF50DVM,VERIFIED_TABLE_CELL,noise_level,FCTF50AVM,37 / 34.5 / 32 / 29.5 / 27.5,RZF50DVM,Độ ồn3 (RC / C / TB / T / RT) / dB(A),37 / 34.5 / 32 / 29.5 / 27.5,5,55,108|109,15,dB(A),
FCTF50AVM/RZF50DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FCTF50AVM,256X840X840,RZF50DVM,Kích thước (CXRXD) / Thiết bị / mm,256X840X840,5,55,108|109,16,mm,
FCTF50AVM/RZF50DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FCTF50AVM,50X950X950,RZF50DVM,Mặt nạ trang trí / mm,50X950X950,5,55,108|109,17,mm,
FCTF50AVM/RZF50DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FCTF50AVM,22,RZF50DVM,Trọng lượng / Thiết bị / kg,22,5,55,108|109,18,kg,
FCTF50AVM/RZF50DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FCTF50AVM,5.5,RZF50DVM,Mặt nạ trang trí / kg,5.5,5,55,108|109,19,kg,
FCTF50AVM/RZF50DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FCTF50AVM,14 đến 25,RZF50DVM,Phạm vi hoạt động / °CWB,14 đến 25,5,55,108|109,20,,
FCTF50AVM/RZF50DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FCTF50AVM,Trắng ngà,RZF50DVM,Dàn nóng / Màu sắc,Trắng ngà,5,55,108|109,21,,
FCTF50AVM/RZF50DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FCTF50AVM,Micro channel + Mạ kẽm,RZF50DVM,Dàn tản nhiệt / Loại,Micro channel + Mạ kẽm,5,55,108|109,22,,
FCTF50AVM/RZF50DVM,VERIFIED_TABLE_CELL,compressor_type,FCTF50AVM,Swing dạng kín,RZF50DVM,Máy nén / Loại,Swing dạng kín,5,55,108|109,23,,
FCTF50AVM/RZF50DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FCTF50AVM,1.3,RZF50DVM,Động cơ / kW,1.3,5,55,108|109,24,kW,
FCTF50AVM/RZF50DVM,VERIFIED_TABLE_CELL,refrigerant_charge_kg,FCTF50AVM,1.2 (Đã nạp cho 30 m),RZF50DVM,Mức nạp môi chất lạnh (R32) / kg,1.2 (Đã nạp cho 30 m),5,55,108|109,25,kg,
FCTF50AVM/RZF50DVM,VERIFIED_TABLE_CELL,noise_level,FCTF50AVM,48,RZF50DVM,Độ ồn3 / Làm lạnh / dB(A),48,5,55,108|109,26,dB(A),
FCTF50AVM/RZF50DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FCTF50AVM,44,RZF50DVM,Chế độ vận hành ban đêm / dB(A),44,5,55,108|109,27,dB(A),
FCTF50AVM/RZF50DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FCTF50AVM,608X845X300,RZF50DVM,Kích thước (CXRXD) / mm,608X845X300,5,55,108|109,28,mm,
FCTF50AVM/RZF50DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FCTF50AVM,41,RZF50DVM,Trọng lượng / kg,41,5,55,108|109,29,kg,
FCTF50AVM/RZF50DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FCTF50AVM,21 đến 46,RZF50DVM,Phạm vi hoạt động / °CDB,21 đến 46,5,55,108|109,30,,
FCTF50AVM/RZF50DVM,VERIFIED_TABLE_CELL,liquid_pipe_mm,FCTF50AVM,o/9.5,RZF50DVM,Kết nối đường ống / Lỏng (Loe) / mm,o/9.5,5,55,108|109,31,mm,
FCTF50AVM/RZF50DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FCTF50AVM,o/15.9,RZF50DVM,Hơi (Loe) / mm,o/15.9,5,55,108|109,32,mm,
FCTF50AVM/RZF50DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FCTF50AVM,VP25 (Đường kính trong o/25XĐường kính ngoài o/32),RZF50DVM,Nước xả / Dàn lạnh / mm,VP25 (Đường kính trong o/25XĐường kính ngoài o/32),5,55,108|109,33,mm,
FCTF50AVM/RZF50DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FCTF50AVM,Kết nối lỗ đường kính trong o/16,RZF50DVM,Dàn nóng 4 / mm,Kết nối lỗ đường kính trong o/16,5,55,108|109,34,mm,
FCTF50AVM/RZF50DVM,VERIFIED_TABLE_CELL,max_actual_pipe_length_m,FCTF50AVM,50 (Chiều dài tương đương 70),RZF50DVM,Chiều dài tối đa ống nối các thiết bị / m,50 (Chiều dài tương đương 70),5,55,108|109,35,m,
FCTF50AVM/RZF50DVM,VERIFIED_TABLE_CELL,max_height_difference_m,FCTF50AVM,30,RZF50DVM,Chênh lệch độ cao tối đa trong lắp đặt / m,30,5,55,108|109,36,m,
FCTF50AVM/RZF50DVM,VERIFIED_TABLE_CELL,max_height_difference_m,FCTF50AVM,Cả ống lỏng và ống hơi,RZF50DVM,Chênh lệch độ cao tối đa trong lắp đặt / m,Cả ống lỏng và ống hơi,5,55,108|109,37,,
FCF50CVM/RZF50DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FCF50CVM,RZF50DVM,RZF50DVM,Dàn nóng,RZF50DVM,5,55,108|109,4,,
FCF50CVM/RZF50DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FCF50CVM,"1 Pha, 220-240 / 220-230V, 50 / 60Hz",RZF50DVM,Nguồn điện / Dàn nóng,"1 Pha, 220-240 / 220-230V, 50 / 60Hz",5,55,108|109,5,,
FCF50CVM/RZF50DVM,VERIFIED_TABLE_CELL,cooling_capacity_kw,FCF50CVM,5.0 (2.3-5.6),RZF50DVM,"Công suất làm lạnh 1,2 Định mức (Tối thiểu - Tối đa) / kW",5.0 (2.3-5.6),5,55,108|109,6,kW,
FCF50CVM/RZF50DVM,VERIFIED_TABLE_CELL,cooling_capacity_btu,FCF50CVM,"17,100 (7,800-19,100)",RZF50DVM,Btu/h,"17,100 (7,800-19,100)",5,55,108|109,7,Btu/h,
FCF50CVM/RZF50DVM,VERIFIED_TABLE_CELL,power_input_kw,FCF50CVM,1.01,RZF50DVM,Điện năng tiêu thụ / Làm lạnh 1 / kW,1.01,5,55,108|109,8,kW,
FCF50CVM/RZF50DVM,VERIFIED_TABLE_CELL,cop,FCF50CVM,4.95,RZF50DVM,COP / kW/kW,4.95,5,55,108|109,9,,
FCF50CVM/RZF50DVM,VERIFIED_TABLE_CELL,cspf,FCF50CVM,7.60,RZF50DVM,CSPF / kWh/kWh,7.60,5,55,108|109,10,,
FCF50CVM/RZF50DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FCF50CVM,----------,RZF50DVM,Dàn lạnh / Màu sắc / Thiết bị,----------,5,55,108|109,11,,
FCF50CVM/RZF50DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FCF50CVM,Trắng sáng,RZF50DVM,Mặt nạ trang trí,Trắng sáng,5,55,108|109,12,,
FCF50CVM/RZF50DVM,VERIFIED_TABLE_CELL,airflow,FCF50CVM,23 / 21 / 18.5 / 16 / 13.5,RZF50DVM,Lưu lượng gió (RC / C / TB / T / RT) / m3/phút,23 / 21 / 18.5 / 16 / 13.5,5,55,108|109,13,,
FCF50CVM/RZF50DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FCF50CVM,812 / 741 / 653 / 565 / 477,RZF50DVM,cfm,812 / 741 / 653 / 565 / 477,5,55,108|109,14,,
FCF50CVM/RZF50DVM,VERIFIED_TABLE_CELL,noise_level,FCF50CVM,37 / 34.5 / 32 / 29.5 / 27.5,RZF50DVM,Độ ồn3 (RC / C / TB / T / RT) / dB(A),37 / 34.5 / 32 / 29.5 / 27.5,5,55,108|109,15,dB(A),
FCF50CVM/RZF50DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FCF50CVM,256X840X840,RZF50DVM,Kích thước (CXRXD) / Thiết bị / mm,256X840X840,5,55,108|109,16,mm,
FCF50CVM/RZF50DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FCF50CVM,50X950X950,RZF50DVM,Mặt nạ trang trí / mm,50X950X950,5,55,108|109,17,mm,
FCF50CVM/RZF50DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FCF50CVM,22,RZF50DVM,Trọng lượng / Thiết bị / kg,22,5,55,108|109,18,kg,
FCF50CVM/RZF50DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FCF50CVM,5.5,RZF50DVM,Mặt nạ trang trí / kg,5.5,5,55,108|109,19,kg,
FCF50CVM/RZF50DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FCF50CVM,14 đến 25,RZF50DVM,Phạm vi hoạt động / °CWB,14 đến 25,5,55,108|109,20,,
FCF50CVM/RZF50DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FCF50CVM,Trắng ngà,RZF50DVM,Dàn nóng / Màu sắc,Trắng ngà,5,55,108|109,21,,
FCF50CVM/RZF50DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FCF50CVM,Micro channel + Mạ kẽm,RZF50DVM,Dàn tản nhiệt / Loại,Micro channel + Mạ kẽm,5,55,108|109,22,,
FCF50CVM/RZF50DVM,VERIFIED_TABLE_CELL,compressor_type,FCF50CVM,Swing dạng kín,RZF50DVM,Máy nén / Loại,Swing dạng kín,5,55,108|109,23,,
FCF50CVM/RZF50DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FCF50CVM,1.3,RZF50DVM,Động cơ / kW,1.3,5,55,108|109,24,kW,
FCF50CVM/RZF50DVM,VERIFIED_TABLE_CELL,refrigerant_charge_kg,FCF50CVM,1.2 (Đã nạp cho 30 m),RZF50DVM,Mức nạp môi chất lạnh (R32) / kg,1.2 (Đã nạp cho 30 m),5,55,108|109,25,kg,
FCF50CVM/RZF50DVM,VERIFIED_TABLE_CELL,noise_level,FCF50CVM,48,RZF50DVM,Độ ồn3 / Làm lạnh / dB(A),48,5,55,108|109,26,dB(A),
FCF50CVM/RZF50DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FCF50CVM,44,RZF50DVM,Chế độ vận hành ban đêm / dB(A),44,5,55,108|109,27,dB(A),
FCF50CVM/RZF50DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FCF50CVM,608X845X300,RZF50DVM,Kích thước (CXRXD) / mm,608X845X300,5,55,108|109,28,mm,
FCF50CVM/RZF50DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FCF50CVM,41,RZF50DVM,Trọng lượng / kg,41,5,55,108|109,29,kg,
FCF50CVM/RZF50DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FCF50CVM,21 đến 46,RZF50DVM,Phạm vi hoạt động / °CDB,21 đến 46,5,55,108|109,30,,
FCF50CVM/RZF50DVM,VERIFIED_TABLE_CELL,liquid_pipe_mm,FCF50CVM,o/9.5,RZF50DVM,Kết nối đường ống / Lỏng (Loe) / mm,o/9.5,5,55,108|109,31,mm,
FCF50CVM/RZF50DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FCF50CVM,o/15.9,RZF50DVM,Hơi (Loe) / mm,o/15.9,5,55,108|109,32,mm,
FCF50CVM/RZF50DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FCF50CVM,VP25 (Đường kính trong o/25XĐường kính ngoài o/32),RZF50DVM,Nước xả / Dàn lạnh / mm,VP25 (Đường kính trong o/25XĐường kính ngoài o/32),5,55,108|109,33,mm,
FCF50CVM/RZF50DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FCF50CVM,Kết nối lỗ đường kính trong o/16,RZF50DVM,Dàn nóng 4 / mm,Kết nối lỗ đường kính trong o/16,5,55,108|109,34,mm,
FCF50CVM/RZF50DVM,VERIFIED_TABLE_CELL,max_actual_pipe_length_m,FCF50CVM,50 (Chiều dài tương đương 70),RZF50DVM,Chiều dài tối đa ống nối các thiết bị / m,50 (Chiều dài tương đương 70),5,55,108|109,35,m,
FCF50CVM/RZF50DVM,VERIFIED_TABLE_CELL,max_height_difference_m,FCF50CVM,30,RZF50DVM,Chênh lệch độ cao tối đa trong lắp đặt / m,30,5,55,108|109,36,m,
FCF50CVM/RZF50DVM,VERIFIED_TABLE_CELL,max_height_difference_m,FCF50CVM,Cả ống lỏng và ống hơi,RZF50DVM,Chênh lệch độ cao tối đa trong lắp đặt / m,Cả ống lỏng và ống hơi,5,55,108|109,37,,
FCTF60AVM/RZF60DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FCTF60AVM,RZF60DVM,RZF60DVM,Dàn nóng,RZF60DVM,6,55,108|109,4,,
FCTF60AVM/RZF60DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FCTF60AVM,"1 Pha, 220-240 / 220-230V, 50 / 60Hz",RZF60DVM,Nguồn điện / Dàn nóng,"1 Pha, 220-240 / 220-230V, 50 / 60Hz",6,55,108|109,5,,
FCTF60AVM/RZF60DVM,VERIFIED_TABLE_CELL,cooling_capacity_kw,FCTF60AVM,6.0 (2.6-6.3),RZF60DVM,"Công suất làm lạnh 1,2 Định mức (Tối thiểu - Tối đa) / kW",6.0 (2.6-6.3),6,55,108|109,6,kW,
FCTF60AVM/RZF60DVM,VERIFIED_TABLE_CELL,cooling_capacity_btu,FCTF60AVM,"20,500 (8,900-21,500)",RZF60DVM,Btu/h,"20,500 (8,900-21,500)",6,55,108|109,7,Btu/h,
FCTF60AVM/RZF60DVM,VERIFIED_TABLE_CELL,power_input_kw,FCTF60AVM,1.38,RZF60DVM,Điện năng tiêu thụ / Làm lạnh 1 / kW,1.38,6,55,108|109,8,kW,
FCTF60AVM/RZF60DVM,VERIFIED_TABLE_CELL,cop,FCTF60AVM,4.35,RZF60DVM,COP / kW/kW,4.35,6,55,108|109,9,,
FCTF60AVM/RZF60DVM,VERIFIED_TABLE_CELL,cspf,FCTF60AVM,7.50,RZF60DVM,CSPF / kWh/kWh,7.50,6,55,108|109,10,,
FCTF60AVM/RZF60DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FCTF60AVM,----------,RZF60DVM,Dàn lạnh / Màu sắc / Thiết bị,----------,6,55,108|109,11,,
FCTF60AVM/RZF60DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FCTF60AVM,Trắng sáng,RZF60DVM,Mặt nạ trang trí,Trắng sáng,6,55,108|109,12,,
FCTF60AVM/RZF60DVM,VERIFIED_TABLE_CELL,airflow,FCTF60AVM,23 / 21 / 18.5 / 16 / 13.5,RZF60DVM,Lưu lượng gió (RC / C / TB / T / RT) / m3/phút,23 / 21 / 18.5 / 16 / 13.5,6,55,108|109,13,,
FCTF60AVM/RZF60DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FCTF60AVM,812 / 741 / 653 / 565 / 477,RZF60DVM,cfm,812 / 741 / 653 / 565 / 477,6,55,108|109,14,,
FCTF60AVM/RZF60DVM,VERIFIED_TABLE_CELL,noise_level,FCTF60AVM,37 / 34.5 / 32 / 29.5 / 27.5,RZF60DVM,Độ ồn3 (RC / C / TB / T / RT) / dB(A),37 / 34.5 / 32 / 29.5 / 27.5,6,55,108|109,15,dB(A),
FCTF60AVM/RZF60DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FCTF60AVM,256X840X840,RZF60DVM,Kích thước (CXRXD) / Thiết bị / mm,256X840X840,6,55,108|109,16,mm,
FCTF60AVM/RZF60DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FCTF60AVM,50X950X950,RZF60DVM,Mặt nạ trang trí / mm,50X950X950,6,55,108|109,17,mm,
FCTF60AVM/RZF60DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FCTF60AVM,22,RZF60DVM,Trọng lượng / Thiết bị / kg,22,6,55,108|109,18,kg,
FCTF60AVM/RZF60DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FCTF60AVM,5.5,RZF60DVM,Mặt nạ trang trí / kg,5.5,6,55,108|109,19,kg,
FCTF60AVM/RZF60DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FCTF60AVM,14 đến 25,RZF60DVM,Phạm vi hoạt động / °CWB,14 đến 25,6,55,108|109,20,,
FCTF60AVM/RZF60DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FCTF60AVM,Trắng ngà,RZF60DVM,Dàn nóng / Màu sắc,Trắng ngà,6,55,108|109,21,,
FCTF60AVM/RZF60DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FCTF60AVM,Micro channel + Mạ kẽm,RZF60DVM,Dàn tản nhiệt / Loại,Micro channel + Mạ kẽm,6,55,108|109,22,,
FCTF60AVM/RZF60DVM,VERIFIED_TABLE_CELL,compressor_type,FCTF60AVM,Swing dạng kín,RZF60DVM,Máy nén / Loại,Swing dạng kín,6,55,108|109,23,,
FCTF60AVM/RZF60DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FCTF60AVM,1.3,RZF60DVM,Động cơ / kW,1.3,6,55,108|109,24,kW,
FCTF60AVM/RZF60DVM,VERIFIED_TABLE_CELL,refrigerant_charge_kg,FCTF60AVM,1.2 (Đã nạp cho 30 m),RZF60DVM,Mức nạp môi chất lạnh (R32) / kg,1.2 (Đã nạp cho 30 m),6,55,108|109,25,kg,
FCTF60AVM/RZF60DVM,VERIFIED_TABLE_CELL,noise_level,FCTF60AVM,48,RZF60DVM,Độ ồn3 / Làm lạnh / dB(A),48,6,55,108|109,26,dB(A),
FCTF60AVM/RZF60DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FCTF60AVM,44,RZF60DVM,Chế độ vận hành ban đêm / dB(A),44,6,55,108|109,27,dB(A),
FCTF60AVM/RZF60DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FCTF60AVM,608X845X300,RZF60DVM,Kích thước (CXRXD) / mm,608X845X300,6,55,108|109,28,mm,
FCTF60AVM/RZF60DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FCTF60AVM,41,RZF60DVM,Trọng lượng / kg,41,6,55,108|109,29,kg,
FCTF60AVM/RZF60DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FCTF60AVM,21 đến 46,RZF60DVM,Phạm vi hoạt động / °CDB,21 đến 46,6,55,108|109,30,,
FCTF60AVM/RZF60DVM,VERIFIED_TABLE_CELL,liquid_pipe_mm,FCTF60AVM,o/9.5,RZF60DVM,Kết nối đường ống / Lỏng (Loe) / mm,o/9.5,6,55,108|109,31,mm,
FCTF60AVM/RZF60DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FCTF60AVM,o/15.9,RZF60DVM,Hơi (Loe) / mm,o/15.9,6,55,108|109,32,mm,
FCTF60AVM/RZF60DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FCTF60AVM,VP25 (Đường kính trong o/25XĐường kính ngoài o/32),RZF60DVM,Nước xả / Dàn lạnh / mm,VP25 (Đường kính trong o/25XĐường kính ngoài o/32),6,55,108|109,33,mm,
FCTF60AVM/RZF60DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FCTF60AVM,Kết nối lỗ đường kính trong o/16,RZF60DVM,Dàn nóng 4 / mm,Kết nối lỗ đường kính trong o/16,6,55,108|109,34,mm,
FCTF60AVM/RZF60DVM,VERIFIED_TABLE_CELL,max_actual_pipe_length_m,FCTF60AVM,50 (Chiều dài tương đương 70),RZF60DVM,Chiều dài tối đa ống nối các thiết bị / m,50 (Chiều dài tương đương 70),6,55,108|109,35,m,
FCTF60AVM/RZF60DVM,VERIFIED_TABLE_CELL,max_height_difference_m,FCTF60AVM,30,RZF60DVM,Chênh lệch độ cao tối đa trong lắp đặt / m,30,6,55,108|109,36,m,
FCTF60AVM/RZF60DVM,VERIFIED_TABLE_CELL,max_height_difference_m,FCTF60AVM,Cả ống lỏng và ống hơi,RZF60DVM,Chênh lệch độ cao tối đa trong lắp đặt / m,Cả ống lỏng và ống hơi,6,55,108|109,37,,
FCF60CVM/RZF60DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FCF60CVM,RZF60DVM,RZF60DVM,Dàn nóng,RZF60DVM,6,55,108|109,4,,
FCF60CVM/RZF60DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FCF60CVM,"1 Pha, 220-240 / 220-230V, 50 / 60Hz",RZF60DVM,Nguồn điện / Dàn nóng,"1 Pha, 220-240 / 220-230V, 50 / 60Hz",6,55,108|109,5,,
FCF60CVM/RZF60DVM,VERIFIED_TABLE_CELL,cooling_capacity_kw,FCF60CVM,6.0 (2.6-6.3),RZF60DVM,"Công suất làm lạnh 1,2 Định mức (Tối thiểu - Tối đa) / kW",6.0 (2.6-6.3),6,55,108|109,6,kW,
FCF60CVM/RZF60DVM,VERIFIED_TABLE_CELL,cooling_capacity_btu,FCF60CVM,"20,500 (8,900-21,500)",RZF60DVM,Btu/h,"20,500 (8,900-21,500)",6,55,108|109,7,Btu/h,
FCF60CVM/RZF60DVM,VERIFIED_TABLE_CELL,power_input_kw,FCF60CVM,1.38,RZF60DVM,Điện năng tiêu thụ / Làm lạnh 1 / kW,1.38,6,55,108|109,8,kW,
FCF60CVM/RZF60DVM,VERIFIED_TABLE_CELL,cop,FCF60CVM,4.35,RZF60DVM,COP / kW/kW,4.35,6,55,108|109,9,,
FCF60CVM/RZF60DVM,VERIFIED_TABLE_CELL,cspf,FCF60CVM,7.50,RZF60DVM,CSPF / kWh/kWh,7.50,6,55,108|109,10,,
FCF60CVM/RZF60DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FCF60CVM,----------,RZF60DVM,Dàn lạnh / Màu sắc / Thiết bị,----------,6,55,108|109,11,,
FCF60CVM/RZF60DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FCF60CVM,Trắng sáng,RZF60DVM,Mặt nạ trang trí,Trắng sáng,6,55,108|109,12,,
FCF60CVM/RZF60DVM,VERIFIED_TABLE_CELL,airflow,FCF60CVM,23 / 21 / 18.5 / 16 / 13.5,RZF60DVM,Lưu lượng gió (RC / C / TB / T / RT) / m3/phút,23 / 21 / 18.5 / 16 / 13.5,6,55,108|109,13,,
FCF60CVM/RZF60DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FCF60CVM,812 / 741 / 653 / 565 / 477,RZF60DVM,cfm,812 / 741 / 653 / 565 / 477,6,55,108|109,14,,
FCF60CVM/RZF60DVM,VERIFIED_TABLE_CELL,noise_level,FCF60CVM,37 / 34.5 / 32 / 29.5 / 27.5,RZF60DVM,Độ ồn3 (RC / C / TB / T / RT) / dB(A),37 / 34.5 / 32 / 29.5 / 27.5,6,55,108|109,15,dB(A),
FCF60CVM/RZF60DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FCF60CVM,256X840X840,RZF60DVM,Kích thước (CXRXD) / Thiết bị / mm,256X840X840,6,55,108|109,16,mm,
FCF60CVM/RZF60DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FCF60CVM,50X950X950,RZF60DVM,Mặt nạ trang trí / mm,50X950X950,6,55,108|109,17,mm,
FCF60CVM/RZF60DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FCF60CVM,22,RZF60DVM,Trọng lượng / Thiết bị / kg,22,6,55,108|109,18,kg,
FCF60CVM/RZF60DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FCF60CVM,5.5,RZF60DVM,Mặt nạ trang trí / kg,5.5,6,55,108|109,19,kg,
FCF60CVM/RZF60DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FCF60CVM,14 đến 25,RZF60DVM,Phạm vi hoạt động / °CWB,14 đến 25,6,55,108|109,20,,
FCF60CVM/RZF60DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FCF60CVM,Trắng ngà,RZF60DVM,Dàn nóng / Màu sắc,Trắng ngà,6,55,108|109,21,,
FCF60CVM/RZF60DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FCF60CVM,Micro channel + Mạ kẽm,RZF60DVM,Dàn tản nhiệt / Loại,Micro channel + Mạ kẽm,6,55,108|109,22,,
FCF60CVM/RZF60DVM,VERIFIED_TABLE_CELL,compressor_type,FCF60CVM,Swing dạng kín,RZF60DVM,Máy nén / Loại,Swing dạng kín,6,55,108|109,23,,
FCF60CVM/RZF60DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FCF60CVM,1.3,RZF60DVM,Động cơ / kW,1.3,6,55,108|109,24,kW,
FCF60CVM/RZF60DVM,VERIFIED_TABLE_CELL,refrigerant_charge_kg,FCF60CVM,1.2 (Đã nạp cho 30 m),RZF60DVM,Mức nạp môi chất lạnh (R32) / kg,1.2 (Đã nạp cho 30 m),6,55,108|109,25,kg,
