combination_id,confidence,field,indoor_model,normalized_value,outdoor_model,raw_label,raw_value,source_column,source_pdf_page,source_printed_page,source_row,unit,verification_method
FVA140AMVM/RZF140DYM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FVA140AMVM,Trắng ngà,RZF140DYM,Dàn nóng / Màu sắc,Trắng ngà,8,57,112|113,18,,
FVA140AMVM/RZF140DYM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FVA140AMVM,Micro channel + Mạ kẽm,RZF140DYM,Dàn tản nhiệt / Loại,Micro channel + Mạ kẽm,8,57,112|113,19,,
FVA140AMVM/RZF140DYM,VERIFIED_TABLE_CELL,compressor_type,FVA140AMVM,Swing dạng kín,RZF140DYM,Máy nén / Loại,Swing dạng kín,8,57,112|113,20,,
FVA140AMVM/RZF140DYM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FVA140AMVM,3.3,RZF140DYM,Động cơ / kW,3.3,8,57,112|113,21,kW,
FVA140AMVM/RZF140DYM,VERIFIED_TABLE_CELL,refrigerant_charge_kg,FVA140AMVM,2.3 (Đã nạp cho 30 m),RZF140DYM,Mức nạp môi chất lạnh (R32) / kg,2.3 (Đã nạp cho 30 m),8,57,112|113,22,kg,
FVA140AMVM/RZF140DYM,VERIFIED_TABLE_CELL,noise_level,FVA140AMVM,54,RZF140DYM,Độ ồn 3 / Làm lạnh / dB(A),54,8,57,112|113,23,dB(A),
FVA140AMVM/RZF140DYM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FVA140AMVM,45,RZF140DYM,Chế độ vận hành ban đêm / dB(A),45,8,57,112|113,24,dB(A),
FVA140AMVM/RZF140DYM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FVA140AMVM,990X940X320,RZF140DYM,Kích thước (CXRXD) / mm,990X940X320,8,57,112|113,25,mm,
FVA140AMVM/RZF140DYM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FVA140AMVM,73,RZF140DYM,Trọng lượng / kg,73,8,57,112|113,26,kg,
FVA140AMVM/RZF140DYM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FVA140AMVM,21 đến 46,RZF140DYM,Phạm vi hoạt động / °CDB,21 đến 46,8,57,112|113,27,,
FVA140AMVM/RZF140DYM,VERIFIED_TABLE_CELL,liquid_pipe_mm,FVA140AMVM,o/9.5,RZF140DYM,Kết nối đường ống / Lỏng (Loe) / mm,o/9.5,8,57,112|113,28,mm,
FVA140AMVM/RZF140DYM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FVA140AMVM,o/15.9,RZF140DYM,Hơi (Loe) / mm,o/15.9,8,57,112|113,29,mm,
FVA140AMVM/RZF140DYM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FVA140AMVM,VP20 (Đường kính trong o/20XĐường kính ngoài o/26),RZF140DYM,Nước xả / Dàn lạnh / mm,VP20 (Đường kính trong o/20XĐường kính ngoài o/26),8,57,112|113,30,mm,
FVA140AMVM/RZF140DYM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FVA140AMVM,Kết nối lỗ đường kính trong o/25,RZF140DYM,Dàn nóng 4 / mm,Kết nối lỗ đường kính trong o/25,8,57,112|113,31,mm,
FVA140AMVM/RZF140DYM,VERIFIED_TABLE_CELL,max_actual_pipe_length_m,FVA140AMVM,50 (Chiều dài tương đương 70),RZF140DYM,Chiều dài tối đa ống nối các thiết bị / m,50 (Chiều dài tương đương 70),8,57,112|113,32,m,
FVA140AMVM/RZF140DYM,VERIFIED_TABLE_CELL,max_height_difference_m,FVA140AMVM,30,RZF140DYM,Chênh lệch độ cao tối đa trong lắp đặt / m,30,8,57,112|113,33,m,
FVA140AMVM/RZF140DYM,VERIFIED_TABLE_CELL,max_height_difference_m,FVA140AMVM,Cả ống lỏng và ống hơi,RZF140DYM,Chênh lệch độ cao tối đa trong lắp đặt / m,Cả ống lỏng và ống hơi,8,57,112|113,34,,
FVA100AMVM/RZF100CYM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FVA100AMVM,"3 Pha, 380-415 / 380V, 50 / 60Hz",RZF100CYM,Nguồn điện / Dàn nóng,"3 Pha, 380-415 / 380V, 50 / 60Hz",5,57,112|113,4,,
FVA100AMVM/RZF100CYM,VERIFIED_TABLE_CELL,cooling_capacity_kw,FVA100AMVM,10.0 (5.0-11.2),RZF100CYM,"Công suất làm lạnh 1,2 Định mức (Tối thiểu - Tối đa) / kW",10.0 (5.0-11.2),5,57,112|113,5,kW,
FVA100AMVM/RZF100CYM,VERIFIED_TABLE_CELL,cooling_capacity_btu,FVA100AMVM,"34,100 (17,100-38,200)",RZF100CYM,Btu/h,"34,100 (17,100-38,200)",5,57,112|113,6,Btu/h,
FVA100AMVM/RZF100CYM,VERIFIED_TABLE_CELL,power_input_kw,FVA100AMVM,3.48,RZF100CYM,Điện năng tiêu thụ / Làm lạnh 1 / kW,3.48,5,57,112|113,7,kW,
FVA100AMVM/RZF100CYM,VERIFIED_TABLE_CELL,cop,FVA100AMVM,2.87,RZF100CYM,COP / kW/kW,2.87,5,57,112|113,8,,
FVA100AMVM/RZF100CYM,VERIFIED_TABLE_CELL,cspf,FVA100AMVM,4.19,RZF100CYM,CSPF / kWh/kWh,4.19,5,57,112|113,9,,
FVA100AMVM/RZF100CYM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FVA100AMVM,Trắng sáng,RZF100CYM,Dàn lạnh / Màu sắc,Trắng sáng,5,57,112|113,10,,
FVA100AMVM/RZF100CYM,VERIFIED_TABLE_CELL,airflow,FVA100AMVM,28 / 25 / 22,RZF100CYM,Lưu lượng gió (C / TB / T) / m3/phút,28 / 25 / 22,5,57,112|113,11,,
FVA100AMVM/RZF100CYM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FVA100AMVM,988 / 883 / 777,RZF100CYM,cfm,988 / 883 / 777,5,57,112|113,12,,
FVA100AMVM/RZF100CYM,VERIFIED_TABLE_CELL,noise_level,FVA100AMVM,50 / 47 / 44,RZF100CYM,Độ ồn 3 (C / TB / T) / dB(A),50 / 47 / 44,5,57,112|113,13,dB(A),
FVA100AMVM/RZF100CYM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FVA100AMVM,Lưới nhựa,RZF100CYM,Phin lọc khí,Lưới nhựa,5,57,112|113,14,,
FVA100AMVM/RZF100CYM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FVA100AMVM,"1,850X600X350",RZF100CYM,Kích thước (CXRXD) / mm,"1,850X600X350",5,57,112|113,15,mm,
FVA100AMVM/RZF100CYM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FVA100AMVM,50,RZF100CYM,Trọng lượng / kg,50,5,57,112|113,16,kg,
FVA100AMVM/RZF100CYM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FVA100AMVM,14 đến 25,RZF100CYM,Phạm vi hoạt động / °CWB,14 đến 25,5,57,112|113,17,,
FVA100AMVM/RZF100CYM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FVA100AMVM,Trắng ngà,RZF100CYM,Dàn nóng / Màu sắc,Trắng ngà,5,57,112|113,18,,
FVA100AMVM/RZF100CYM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FVA100AMVM,Micro channel,RZF100CYM,Dàn tản nhiệt / Loại,Micro channel,5,57,112|113,19,,
FVA100AMVM/RZF100CYM,VERIFIED_TABLE_CELL,compressor_type,FVA100AMVM,Swing dạng kín,RZF100CYM,Máy nén / Loại,Swing dạng kín,5,57,112|113,20,,
FVA100AMVM/RZF100CYM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FVA100AMVM,1.6,RZF100CYM,Động cơ / kW,1.6,5,57,112|113,21,kW,
FVA100AMVM/RZF100CYM,VERIFIED_TABLE_CELL,refrigerant_charge_kg,FVA100AMVM,1.3 (Đã nạp cho 30 m),RZF100CYM,Mức nạp môi chất lạnh (R32) / kg,1.3 (Đã nạp cho 30 m),5,57,112|113,22,kg,
FVA100AMVM/RZF100CYM,VERIFIED_TABLE_CELL,noise_level,FVA100AMVM,49,RZF100CYM,Độ ồn 3 / Làm lạnh / dB(A),49,5,57,112|113,23,dB(A),
FVA100AMVM/RZF100CYM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FVA100AMVM,45,RZF100CYM,Chế độ vận hành ban đêm / dB(A),45,5,57,112|113,24,dB(A),
FVA100AMVM/RZF100CYM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FVA100AMVM,695X930X350,RZF100CYM,Kích thước (CXRXD) / mm,695X930X350,5,57,112|113,25,mm,
FVA100AMVM/RZF100CYM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FVA100AMVM,48,RZF100CYM,Trọng lượng / kg,48,5,57,112|113,26,kg,
FVA100AMVM/RZF100CYM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FVA100AMVM,21 đến 46,RZF100CYM,Phạm vi hoạt động / °CDB,21 đến 46,5,57,112|113,27,,
FVA100AMVM/RZF100CYM,VERIFIED_TABLE_CELL,liquid_pipe_mm,FVA100AMVM,o/9.5,RZF100CYM,Kết nối đường ống / Lỏng (Loe) / mm,o/9.5,5,57,112|113,28,mm,
FVA100AMVM/RZF100CYM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FVA100AMVM,o/15.9,RZF100CYM,Hơi (Loe) / mm,o/15.9,5,57,112|113,29,mm,
FVA100AMVM/RZF100CYM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FVA100AMVM,VP20 (Đường kính trong o/20XĐường kính ngoài o/26),RZF100CYM,Nước xả / Dàn lạnh / mm,VP20 (Đường kính trong o/20XĐường kính ngoài o/26),5,57,112|113,30,mm,
FVA100AMVM/RZF100CYM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FVA100AMVM,Kết nối lỗ đường kính trong o/16,RZF100CYM,Dàn nóng 4 / mm,Kết nối lỗ đường kính trong o/16,5,57,112|113,31,mm,
FVA100AMVM/RZF100CYM,VERIFIED_TABLE_CELL,max_actual_pipe_length_m,FVA100AMVM,50 (Chiều dài tương đương 70),RZF100CYM,Chiều dài tối đa ống nối các thiết bị / m,50 (Chiều dài tương đương 70),5,57,112|113,32,m,
FVA100AMVM/RZF100CYM,VERIFIED_TABLE_CELL,max_height_difference_m,FVA100AMVM,30,RZF100CYM,Chênh lệch độ cao tối đa trong lắp đặt / m,30,5,57,112|113,33,m,
FVA100AMVM/RZF100CYM,VERIFIED_TABLE_CELL,max_height_difference_m,FVA100AMVM,Cả đường ống lỏng và ống hơi,RZF100CYM,Chênh lệch độ cao tối đa trong lắp đặt / m,Cả đường ống lỏng và ống hơi,5,57,112|113,34,,
FVA125AMVM/RZF125CYM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FVA125AMVM,"3 Pha, 380-415 / 380V, 50 / 60Hz",RZF125CYM,Nguồn điện / Dàn nóng,"3 Pha, 380-415 / 380V, 50 / 60Hz",6,57,112|113,4,,
FVA125AMVM/RZF125CYM,VERIFIED_TABLE_CELL,cooling_capacity_kw,FVA125AMVM,12.5 (5.7-14.0),RZF125CYM,"Công suất làm lạnh 1,2 Định mức (Tối thiểu - Tối đa) / kW",12.5 (5.7-14.0),6,57,112|113,5,kW,
FVA125AMVM/RZF125CYM,VERIFIED_TABLE_CELL,cooling_capacity_btu,FVA125AMVM,"42,700 (19,500-47,800)",RZF125CYM,Btu/h,"42,700 (19,500-47,800)",6,57,112|113,6,Btu/h,
FVA125AMVM/RZF125CYM,VERIFIED_TABLE_CELL,power_input_kw,FVA125AMVM,4.48,RZF125CYM,Điện năng tiêu thụ / Làm lạnh 1 / kW,4.48,6,57,112|113,7,kW,
FVA125AMVM/RZF125CYM,VERIFIED_TABLE_CELL,cop,FVA125AMVM,2.79,RZF125CYM,COP / kW/kW,2.79,6,57,112|113,8,,
FVA125AMVM/RZF125CYM,VERIFIED_TABLE_CELL,cspf,FVA125AMVM,4.67,RZF125CYM,CSPF / kWh/kWh,4.67,6,57,112|113,9,,
FVA125AMVM/RZF125CYM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FVA125AMVM,Trắng sáng,RZF125CYM,Dàn lạnh / Màu sắc,Trắng sáng,6,57,112|113,10,,
FVA125AMVM/RZF125CYM,VERIFIED_TABLE_CELL,airflow,FVA125AMVM,28 / 26 / 24,RZF125CYM,Lưu lượng gió (C / TB / T) / m3/phút,28 / 26 / 24,6,57,112|113,11,,
FVA125AMVM/RZF125CYM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FVA125AMVM,988 / 918 / 847,RZF125CYM,cfm,988 / 918 / 847,6,57,112|113,12,,
FVA125AMVM/RZF125CYM,VERIFIED_TABLE_CELL,noise_level,FVA125AMVM,51 / 48 / 46,RZF125CYM,Độ ồn 3 (C / TB / T) / dB(A),51 / 48 / 46,6,57,112|113,13,dB(A),
FVA125AMVM/RZF125CYM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FVA125AMVM,Lưới nhựa,RZF125CYM,Phin lọc khí,Lưới nhựa,6,57,112|113,14,,
FVA125AMVM/RZF125CYM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FVA125AMVM,"1,850X600X350",RZF125CYM,Kích thước (CXRXD) / mm,"1,850X600X350",6,57,112|113,15,mm,
FVA125AMVM/RZF125CYM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FVA125AMVM,50,RZF125CYM,Trọng lượng / kg,50,6,57,112|113,16,kg,
FVA125AMVM/RZF125CYM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FVA125AMVM,14 đến 25,RZF125CYM,Phạm vi hoạt động / °CWB,14 đến 25,6,57,112|113,17,,
FVA125AMVM/RZF125CYM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FVA125AMVM,Trắng ngà,RZF125CYM,Dàn nóng / Màu sắc,Trắng ngà,6,57,112|113,18,,
FVA125AMVM/RZF125CYM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FVA125AMVM,Micro channel,RZF125CYM,Dàn tản nhiệt / Loại,Micro channel,6,57,112|113,19,,
FVA125AMVM/RZF125CYM,VERIFIED_TABLE_CELL,compressor_type,FVA125AMVM,Swing dạng kín,RZF125CYM,Máy nén / Loại,Swing dạng kín,6,57,112|113,20,,
FVA125AMVM/RZF125CYM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FVA125AMVM,2.4,RZF125CYM,Động cơ / kW,2.4,6,57,112|113,21,kW,
FVA125AMVM/RZF125CYM,VERIFIED_TABLE_CELL,refrigerant_charge_kg,FVA125AMVM,1.9 (Đã nạp cho 30 m),RZF125CYM,Mức nạp môi chất lạnh (R32) / kg,1.9 (Đã nạp cho 30 m),6,57,112|113,22,kg,
FVA125AMVM/RZF125CYM,VERIFIED_TABLE_CELL,noise_level,FVA125AMVM,52,RZF125CYM,Độ ồn 3 / Làm lạnh / dB(A),52,6,57,112|113,23,dB(A),
FVA125AMVM/RZF125CYM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FVA125AMVM,45,RZF125CYM,Chế độ vận hành ban đêm / dB(A),45,6,57,112|113,24,dB(A),
FVA125AMVM/RZF125CYM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FVA125AMVM,990X940X320,RZF125CYM,Kích thước (CXRXD) / mm,990X940X320,6,57,112|113,25,mm,
FVA125AMVM/RZF125CYM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FVA125AMVM,64,RZF125CYM,Trọng lượng / kg,64,6,57,112|113,26,kg,
FVA125AMVM/RZF125CYM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FVA125AMVM,21 đến 46,RZF125CYM,Phạm vi hoạt động / °CDB,21 đến 46,6,57,112|113,27,,
FVA125AMVM/RZF125CYM,VERIFIED_TABLE_CELL,liquid_pipe_mm,FVA125AMVM,o/9.5,RZF125CYM,Kết nối đường ống / Lỏng (Loe) / mm,o/9.5,6,57,112|113,28,mm,
FVA125AMVM/RZF125CYM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FVA125AMVM,o/15.9,RZF125CYM,Hơi (Loe) / mm,o/15.9,6,57,112|113,29,mm,
FVA125AMVM/RZF125CYM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FVA125AMVM,VP20 (Đường kính trong o/20XĐường kính ngoài o/26),RZF125CYM,Nước xả / Dàn lạnh / mm,VP20 (Đường kính trong o/20XĐường kính ngoài o/26),6,57,112|113,30,mm,
FVA125AMVM/RZF125CYM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FVA125AMVM,Kết nối lỗ đường kính trong o/25,RZF125CYM,Dàn nóng 4 / mm,Kết nối lỗ đường kính trong o/25,6,57,112|113,31,mm,
FVA125AMVM/RZF125CYM,VERIFIED_TABLE_CELL,max_actual_pipe_length_m,FVA125AMVM,50 (Chiều dài tương đương 70),RZF125CYM,Chiều dài tối đa ống nối các thiết bị / m,50 (Chiều dài tương đương 70),6,57,112|113,32,m,
FVA125AMVM/RZF125CYM,VERIFIED_TABLE_CELL,max_height_difference_m,FVA125AMVM,30,RZF125CYM,Chênh lệch độ cao tối đa trong lắp đặt / m,30,6,57,112|113,33,m,
FVA125AMVM/RZF125CYM,VERIFIED_TABLE_CELL,max_height_difference_m,FVA125AMVM,Cả đường ống lỏng và ống hơi,RZF125CYM,Chênh lệch độ cao tối đa trong lắp đặt / m,Cả đường ống lỏng và ống hơi,6,57,112|113,34,,
FVA140AMVM/RZF140CYM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FVA140AMVM,"3 Pha, 380-415 / 380V, 50 / 60Hz",RZF140CYM,Nguồn điện / Dàn nóng,"3 Pha, 380-415 / 380V, 50 / 60Hz",7,57,112|113,4,,
FVA140AMVM/RZF140CYM,VERIFIED_TABLE_CELL,cooling_capacity_kw,FVA140AMVM,14.0 (6.2-15.5),RZF140CYM,"Công suất làm lạnh 1,2 Định mức (Tối thiểu - Tối đa) / kW",14.0 (6.2-15.5),7,57,112|113,5,kW,
FVA140AMVM/RZF140CYM,VERIFIED_TABLE_CELL,cooling_capacity_btu,FVA140AMVM,"47,800 (21,200-52,900)",RZF140CYM,Btu/h,"47,800 (21,200-52,900)",7,57,112|113,6,Btu/h,
FVA140AMVM/RZF140CYM,VERIFIED_TABLE_CELL,power_input_kw,FVA140AMVM,5.71,RZF140CYM,Điện năng tiêu thụ / Làm lạnh 1 / kW,5.71,7,57,112|113,7,kW,
FVA140AMVM/RZF140CYM,VERIFIED_TABLE_CELL,cop,FVA140AMVM,2.45,RZF140CYM,COP / kW/kW,2.45,7,57,112|113,8,,
FVA140AMVM/RZF140CYM,VERIFIED_TABLE_CELL,cspf,FVA140AMVM,4.18,RZF140CYM,CSPF / kWh/kWh,4.18,7,57,112|113,9,,
FVA140AMVM/RZF140CYM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FVA140AMVM,Trắng sáng,RZF140CYM,Dàn lạnh / Màu sắc,Trắng sáng,7,57,112|113,10,,
FVA140AMVM/RZF140CYM,VERIFIED_TABLE_CELL,airflow,FVA140AMVM,30 / 28 / 26,RZF140CYM,Lưu lượng gió (C / TB / T) / m3/phút,30 / 28 / 26,7,57,112|113,11,,
FVA140AMVM/RZF140CYM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FVA140AMVM,"1,059 / 988 / 918",RZF140CYM,cfm,"1,059 / 988 / 918",7,57,112|113,12,,
FVA140AMVM/RZF140CYM,VERIFIED_TABLE_CELL,noise_level,FVA140AMVM,53 / 51 / 48,RZF140CYM,Độ ồn 3 (C / TB / T) / dB(A),53 / 51 / 48,7,57,112|113,13,dB(A),
FVA140AMVM/RZF140CYM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FVA140AMVM,Lưới nhựa,RZF140CYM,Phin lọc khí,Lưới nhựa,7,57,112|113,14,,
FVA140AMVM/RZF140CYM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FVA140AMVM,"1,850X600X350",RZF140CYM,Kích thước (CXRXD) / mm,"1,850X600X350",7,57,112|113,15,mm,
FVA140AMVM/RZF140CYM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FVA140AMVM,50,RZF140CYM,Trọng lượng / kg,50,7,57,112|113,16,kg,
FVA140AMVM/RZF140CYM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FVA140AMVM,14 đến 25,RZF140CYM,Phạm vi hoạt động / °CWB,14 đến 25,7,57,112|113,17,,
FVA140AMVM/RZF140CYM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FVA140AMVM,Trắng ngà,RZF140CYM,Dàn nóng / Màu sắc,Trắng ngà,7,57,112|113,18,,
FVA140AMVM/RZF140CYM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FVA140AMVM,Micro channel,RZF140CYM,Dàn tản nhiệt / Loại,Micro channel,7,57,112|113,19,,
FVA140AMVM/RZF140CYM,VERIFIED_TABLE_CELL,compressor_type,FVA140AMVM,Swing dạng kín,RZF140CYM,Máy nén / Loại,Swing dạng kín,7,57,112|113,20,,
FVA140AMVM/RZF140CYM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FVA140AMVM,2.4,RZF140CYM,Động cơ / kW,2.4,7,57,112|113,21,kW,
FVA140AMVM/RZF140CYM,VERIFIED_TABLE_CELL,refrigerant_charge_kg,FVA140AMVM,1.9 (Đã nạp cho 30 m),RZF140CYM,Mức nạp môi chất lạnh (R32) / kg,1.9 (Đã nạp cho 30 m),7,57,112|113,22,kg,
FVA140AMVM/RZF140CYM,VERIFIED_TABLE_CELL,noise_level,FVA140AMVM,54,RZF140CYM,Độ ồn 3 / Làm lạnh / dB(A),54,7,57,112|113,23,dB(A),
FVA140AMVM/RZF140CYM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FVA140AMVM,45,RZF140CYM,Chế độ vận hành ban đêm / dB(A),45,7,57,112|113,24,dB(A),
FVA140AMVM/RZF140CYM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FVA140AMVM,990X940X320,RZF140CYM,Kích thước (CXRXD) / mm,990X940X320,7,57,112|113,25,mm,
FVA140AMVM/RZF140CYM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FVA140AMVM,64,RZF140CYM,Trọng lượng / kg,64,7,57,112|113,26,kg,
FVA140AMVM/RZF140CYM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FVA140AMVM,21 đến 46,RZF140CYM,Phạm vi hoạt động / °CDB,21 đến 46,7,57,112|113,27,,
FVA140AMVM/RZF140CYM,VERIFIED_TABLE_CELL,liquid_pipe_mm,FVA140AMVM,o/9.5,RZF140CYM,Kết nối đường ống / Lỏng (Loe) / mm,o/9.5,7,57,112|113,28,mm,
FVA140AMVM/RZF140CYM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FVA140AMVM,o/15.9,RZF140CYM,Hơi (Loe) / mm,o/15.9,7,57,112|113,29,mm,
FVA140AMVM/RZF140CYM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FVA140AMVM,VP20 (Đường kính trong o/20XĐường kính ngoài o/26),RZF140CYM,Nước xả / Dàn lạnh / mm,VP20 (Đường kính trong o/20XĐường kính ngoài o/26),7,57,112|113,30,mm,
FVA140AMVM/RZF140CYM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FVA140AMVM,Kết nối lỗ đường kính trong o/25,RZF140CYM,Dàn nóng 4 / mm,Kết nối lỗ đường kính trong o/25,7,57,112|113,31,mm,
FVA140AMVM/RZF140CYM,VERIFIED_TABLE_CELL,max_actual_pipe_length_m,FVA140AMVM,50 (Chiều dài tương đương 70),RZF140CYM,Chiều dài tối đa ống nối các thiết bị / m,50 (Chiều dài tương đương 70),7,57,112|113,32,m,
FVA140AMVM/RZF140CYM,VERIFIED_TABLE_CELL,max_height_difference_m,FVA140AMVM,30,RZF140CYM,Chênh lệch độ cao tối đa trong lắp đặt / m,30,7,57,112|113,33,m,
FVA140AMVM/RZF140CYM,VERIFIED_TABLE_CELL,max_height_difference_m,FVA140AMVM,Cả đường ống lỏng và ống hơi,RZF140CYM,Chênh lệch độ cao tối đa trong lắp đặt / m,Cả đường ống lỏng và ống hơi,7,57,112|113,34,,
FHA50DVMV/RZF50DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FHA50DVMV,"1 Pha, 220-240 / 220-230V, 50 / 60Hz",RZF50DVM,PNogwuồenr sđuiệ / pnply / Dàn nóng,"1 Pha, 220-240 / 220-230V, 50 / 60Hz",6,58,114|115,4,,
FHA50DVMV/RZF50DVM,VERIFIED_TABLE_CELL,cooling_capacity_kw,FHA50DVMV,5.0 (2.3-5.6),RZF50DVM,"Công suất làm lạnh 1,2 Định mức (Tối thiểu - Tối đa) / kW",5.0 (2.3-5.6),6,58,114|115,5,kW,
FHA50DVMV/RZF50DVM,VERIFIED_TABLE_CELL,cooling_capacity_btu,FHA50DVMV,"17,100 (7,800-19,100)",RZF50DVM,Btu/h,"17,100 (7,800-19,100)",6,58,114|115,6,Btu/h,
FHA50DVMV/RZF50DVM,VERIFIED_TABLE_CELL,power_input_kw,FHA50DVMV,1.17,RZF50DVM,Điện năng tiêu thụ / Làm lạnh 1 / kW,1.17,6,58,114|115,7,kW,
FHA50DVMV/RZF50DVM,VERIFIED_TABLE_CELL,cop,FHA50DVMV,4.27,RZF50DVM,COP / kW/kW,4.27,6,58,114|115,8,,
FHA50DVMV/RZF50DVM,VERIFIED_TABLE_CELL,cspf,FHA50DVMV,6.60,RZF50DVM,CSPF / kWh/kWh,6.60,6,58,114|115,9,,
FHA50DVMV/RZF50DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FHA50DVMV,Trắng,RZF50DVM,Dàn lạnh / Màu sắc,Trắng,6,58,114|115,10,,
FHA50DVMV/RZF50DVM,VERIFIED_TABLE_CELL,airflow,FHA50DVMV,15 / 13.5 / 12 / 11 / 10,RZF50DVM,Lưu lượng gió (RC / C / TB / T / RT) / m3/phút,15 / 13.5 / 12 / 11 / 10,6,58,114|115,11,,
FHA50DVMV/RZF50DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FHA50DVMV,530 / 477 / 424 / 388 / 353,RZF50DVM,cfm,530 / 477 / 424 / 388 / 353,6,58,114|115,12,,
FHA50DVMV/RZF50DVM,VERIFIED_TABLE_CELL,noise_level,FHA50DVMV,37 / 36 / 35 / 33.5 / 32,RZF50DVM,Độ ồn 3 (RC / C / TB / T / RT) / dB(A),37 / 36 / 35 / 33.5 / 32,6,58,114|115,13,dB(A),
FHA50DVMV/RZF50DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FHA50DVMV,235X960X690,RZF50DVM,Kích thước (CXRXD) / mm,235X960X690,6,58,114|115,14,mm,
FHA50DVMV/RZF50DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FHA50DVMV,25,RZF50DVM,Trọng lượng / kg,25,6,58,114|115,15,kg,
FHA50DVMV/RZF50DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FHA50DVMV,14 đến 25,RZF50DVM,Phạm vi hoạt động / °CWB,14 đến 25,6,58,114|115,16,,
FHA50DVMV/RZF50DVM,VERIFIED_TABLE_CELL,RAW_NOT_MAPPED,FHA50DVMV,Trắng ngà,RZF50DVM,Dàn nóng / Màu sắc,Trắng ngà,6,58,114|115,17,,
