sku,model_code,capacity_class,published_kw,published_btu,kw_times_3412_btu,difference_percent,decision,source_pdf_page,source_printed_page
FCNQ30MV1-RNQ30MV1,FCNQ30MV1/RNQ30MV1,30,8.8,30000,30025.60,-0.0853,CONSISTENT_WITH_CONVERSION,64,126|127
FCNQ30MV1-RNQ30MY1,FCNQ30MV1/RNQ30MY1,30,8.8,30000,30025.60,-0.0853,CONSISTENT_WITH_CONVERSION,64,126|127
FCNQ36MV1-RNQ36MV1,FCNQ36MV1/RNQ36MV1,36,10.6,36000,36167.20,-0.4623,CONSISTENT_WITH_CONVERSION,64,126|127
FCNQ36MV1-RNQ36MY1,FCNQ36MV1/RNQ36MY1,36,10.6,36000,36167.20,-0.4623,CONSISTENT_WITH_CONVERSION,64,126|127
FCNQ42MV1-RNQ42MY1,FCNQ42MV1/RNQ42MY1,42,12.5,42600,42650.00,-0.1172,CONSISTENT_WITH_CONVERSION,64,126|127
FCNQ48MV1-RNQ48MY1,FCNQ48MV1/RNQ48MY1,48,14.1,48000,48109.20,-0.2270,CONSISTENT_WITH_CONVERSION,64,126|127
FCTF100AVM-RZA100DV1,FCTF100AVM/RZA100DV1,100,10.0,34100,34120.00,-0.0586,CONSISTENT_WITH_CONVERSION,59,116|117
FCTF100AVM-RZA100DY1,FCTF100AVM/RZA100DY1,100,10.0,34100,34120.00,-0.0586,CONSISTENT_WITH_CONVERSION,59,116|117
FCTF100AVM-RZF100CVM,FCTF100AVM/RZF100CVM,100,10.0,34100,34120.00,-0.0586,CONSISTENT_WITH_CONVERSION,55,108|109
FCTF100AVM-RZF100CYM,FCTF100AVM/RZF100CYM,100,10.0,34100,34120.00,-0.0586,CONSISTENT_WITH_CONVERSION,55,108|109
FCTF100AVM-RZF100DVM,FCTF100AVM/RZF100DVM,100,10.0,34100,34120.00,-0.0586,CONSISTENT_WITH_CONVERSION,55,108|109
FCTF100AVM-RZF100DYM,FCTF100AVM/RZF100DYM,100,10.0,34100,34120.00,-0.0586,CONSISTENT_WITH_CONVERSION,55,108|109
FCTF125AVM-RZA125DV1,FCTF125AVM/RZA125DV1,125,12.5,42700,42650.00,0.1172,CONSISTENT_WITH_CONVERSION,59,116|117
FCTF125AVM-RZA125DY1,FCTF125AVM/RZA125DY1,125,12.5,42700,42650.00,0.1172,CONSISTENT_WITH_CONVERSION,59,116|117
FCTF125AVM-RZF125CVM,FCTF125AVM/RZF125CVM,125,12.5,42700,42650.00,0.1172,CONSISTENT_WITH_CONVERSION,55,108|109
FCTF125AVM-RZF125CYM,FCTF125AVM/RZF125CYM,125,12.5,42700,42650.00,0.1172,CONSISTENT_WITH_CONVERSION,55,108|109
FCTF125BVM-RZF125DVM,FCTF125BVM/RZF125DVM,125,12.5,42700,42650.00,0.1172,CONSISTENT_WITH_CONVERSION,55,108|109
FCTF125BVM-RZF125DYM,FCTF125BVM/RZF125DYM,125,12.5,42700,42650.00,0.1172,CONSISTENT_WITH_CONVERSION,55,108|109
FCTF140AVM-RZA140DV1,FCTF140AVM/RZA140DV1,140,14.0,47800,47768.00,0.0670,CONSISTENT_WITH_CONVERSION,59,116|117
FCTF140AVM-RZA140DY1,FCTF140AVM/RZA140DY1,140,14.0,47800,47768.00,0.0670,CONSISTENT_WITH_CONVERSION,59,116|117
FCTF140AVM-RZF140CVM,FCTF140AVM/RZF140CVM,140,14.0,47800,47768.00,0.0670,CONSISTENT_WITH_CONVERSION,55,108|109
FCTF140AVM-RZF140CYM,FCTF140AVM/RZF140CYM,140,14.0,47800,47768.00,0.0670,CONSISTENT_WITH_CONVERSION,55,108|109
FCTF140BVM-RZF140DVM,FCTF140BVM/RZF140DVM,140,14.0,47800,47768.00,0.0670,CONSISTENT_WITH_CONVERSION,55,108|109
FCTF140BVM-RZF140DYM,FCTF140BVM/RZF140DYM,140,14.0,47800,47768.00,0.0670,CONSISTENT_WITH_CONVERSION,55,108|109
FCTF50AVM-RZA50DV2V,FCTF50AVM/RZA50DV2V,50,5.0,17100,17060.00,0.2345,CONSISTENT_WITH_CONVERSION,59,116|117
FCTF50AVM-RZF50DVM,FCTF50AVM/RZF50DVM,50,5.0,17100,17060.00,0.2345,CONSISTENT_WITH_CONVERSION,55,108|109
FCTF60AVM-RZA60DV2V,FCTF60AVM/RZA60DV2V,60,6.0,20500,20472.00,0.1368,CONSISTENT_WITH_CONVERSION,59,116|117
FCTF60AVM-RZF60DVM,FCTF60AVM/RZF60DVM,60,6.0,20500,20472.00,0.1368,CONSISTENT_WITH_CONVERSION,55,108|109
FCTF71AVM-RZA71DV1,FCTF71AVM/RZA71DV1,71,7.1,24200,24225.20,-0.1040,CONSISTENT_WITH_CONVERSION,59,116|117
FCTF71AVM-RZF71DVM,FCTF71AVM/RZF71DVM,71,7.1,24200,24225.20,-0.1040,CONSISTENT_WITH_CONVERSION,55,108|109
FCTF71AVM-RZF71DYM,FCTF71AVM/RZF71DYM,71,7.1,24200,24225.20,-0.1040,CONSISTENT_WITH_CONVERSION,55,108|109
FDBNQ09MV1V-RNQ09MV1V,FDBNQ09MV1V/RNQ09MV1V,09,2.7,9200,9212.40,-0.1346,CONSISTENT_WITH_CONVERSION,64,126|127
FDBNQ13MV1V-RNQ13MV1V,FDBNQ13MV1V/RNQ13MV1V,13,3.8,13000,12965.60,0.2653,CONSISTENT_WITH_CONVERSION,64,126|127
FDBNQ18MV1V-RNQ18MV1V,FDBNQ18MV1V/RNQ18MV1V,18,5.2,17700,17742.40,-0.2390,CONSISTENT_WITH_CONVERSION,64,126|127
FDBNQ21MV1V-RNQ21MV1V,FDBNQ21MV1V/RNQ21MV1V,21,6.2,21000,21154.40,-0.7299,CONSISTENT_WITH_CONVERSION,64,126|127
FDBNQ24MV1V-RNQ24MV1V,FDBNQ24MV1V/RNQ24MV1V,24,7.1,24200,24225.20,-0.1040,CONSISTENT_WITH_CONVERSION,64,126|127
FDBNQ26MV1-RNQ26MY1,FDBNQ26MV1/RNQ26MY1,26,7.6,26000,25931.20,0.2653,CONSISTENT_WITH_CONVERSION,64,126|127
FDLF40DV1-RZFC40EVM,FDLF40DV1/RZFC40EVM,40,4.0,13600,13648.00,-0.3517,CONSISTENT_WITH_CONVERSION,62,122|123
FDLF50DV1-RZFC50EVM,FDLF50DV1/RZFC50EVM,50,5.0,17000,17060.00,-0.3517,CONSISTENT_WITH_CONVERSION,62,122|123
FDLF60DV1-RZFC60EVM,FDLF60DV1/RZFC60EVM,60,6.0,20500,20472.00,0.1368,CONSISTENT_WITH_CONVERSION,62,122|123
FDLF71DV1-RZFC71EVM,FDLF71DV1/RZFC71EVM,71,7.1,24200,24225.20,-0.1040,CONSISTENT_WITH_CONVERSION,62,122|123
FDLF71DV1-RZFC71EY1,FDLF71DV1/RZFC71EY1,71,7.1,24200,24225.20,-0.1040,CONSISTENT_WITH_CONVERSION,62,122|123
FDLF85DV1-RZFC85EVM,FDLF85DV1/RZFC85EVM,85,8.5,29000,29002.00,-0.0069,CONSISTENT_WITH_CONVERSION,62,122|123
FDLF85DV1-RZFC85EY1,FDLF85DV1/RZFC85EY1,85,8.5,29000,29002.00,-0.0069,CONSISTENT_WITH_CONVERSION,62,122|123
FDMNQ26MV1-RNQ26MV19,FDMNQ26MV1/RNQ26MV19,26,7.6,26000,25931.20,0.2653,CONSISTENT_WITH_CONVERSION,64,126|127
FDMNQ26MV1-RNQ26MY1,FDMNQ26MV1/RNQ26MY1,26,7.6,26000,25931.20,0.2653,CONSISTENT_WITH_CONVERSION,64,126|127
FDMNQ30MV1-RNQ30MV1,FDMNQ30MV1/RNQ30MV1,30,8.8,30000,30025.60,-0.0853,CONSISTENT_WITH_CONVERSION,64,126|127
FDMNQ30MV1-RNQ30MY1,FDMNQ30MV1/RNQ30MY1,30,8.8,30000,30025.60,-0.0853,CONSISTENT_WITH_CONVERSION,64,126|127
FDMNQ36MV1-RNQ36MV1,FDMNQ36MV1/RNQ36MV1,36,10.6,36000,36167.20,-0.4623,CONSISTENT_WITH_CONVERSION,64,126|127
FDMNQ36MV1-RNQ36MY1,FDMNQ36MV1/RNQ36MY1,36,10.6,36000,36167.20,-0.4623,CONSISTENT_WITH_CONVERSION,64,126|127
FDMNQ42MV1-RNQ42MY1,FDMNQ42MV1/RNQ42MY1,42,12.3,42000,41967.60,0.0772,CONSISTENT_WITH_CONVERSION,64,126|127
FDMNQ48MV1-RNQ48MY1,FDMNQ48MV1/RNQ48MY1,48,14.1,48000,48109.20,-0.2270,CONSISTENT_WITH_CONVERSION,64,126|127
FFFC35AVM-RZFC35EVM,FFFC35AVM/RZFC35EVM,35,3.5,11900,11942.00,-0.3517,CONSISTENT_WITH_CONVERSION,61,120|121
FFFC50AVM-RZFC50EVM,FFFC50AVM/RZFC50EVM,50,5.0,17100,17060.00,0.2345,CONSISTENT_WITH_CONVERSION,61,120|121
FFFC60AVM-RZFC60EVM,FFFC60AVM/RZFC60EVM,60,6.0,20500,20472.00,0.1368,CONSISTENT_WITH_CONVERSION,61,120|121
FFFC71AVM-RZFC71EVM,FFFC71AVM/RZFC71EVM,71,7.1,24200,24225.20,-0.1040,CONSISTENT_WITH_CONVERSION,61,120|121
FHA100CVMV-RZA100DV1,FHA100CVMV/RZA100DV1,100,10.0,34100,34120.00,-0.0586,CONSISTENT_WITH_CONVERSION,60,118|119
FHA100CVMV-RZA100DY1,FHA100CVMV/RZA100DY1,100,10.0,34100,34120.00,-0.0586,CONSISTENT_WITH_CONVERSION,60,118|119
FHA100CVMV-RZF100CVM,FHA100CVMV/RZF100CVM,100,10.0,34100,34120.00,-0.0586,CONSISTENT_WITH_CONVERSION,58,114|115
FHA100CVMV-RZF100CYM,FHA100CVMV/RZF100CYM,100,10.0,34100,34120.00,-0.0586,CONSISTENT_WITH_CONVERSION,58,114|115
FHA125CVMA-RZA125DV1,FHA125CVMA/RZA125DV1,125,12.5,42700,42650.00,0.1172,CONSISTENT_WITH_CONVERSION,60,118|119
FHA125CVMA-RZA125DY1,FHA125CVMA/RZA125DY1,125,12.5,42700,42650.00,0.1172,CONSISTENT_WITH_CONVERSION,60,118|119
FHA125CVMA-RZF125CVM,FHA125CVMA/RZF125CVM,125,12.5,42700,42650.00,0.1172,CONSISTENT_WITH_CONVERSION,58,114|115
FHA125CVMA-RZF125CYM,FHA125CVMA/RZF125CYM,125,12.5,42700,42650.00,0.1172,CONSISTENT_WITH_CONVERSION,58,114|115
FHA140CVMA-RZA140DV1,FHA140CVMA/RZA140DV1,140,14.0,47800,47768.00,0.0670,CONSISTENT_WITH_CONVERSION,60,118|119
FHA140CVMA-RZA140DY1,FHA140CVMA/RZA140DY1,140,14.0,47800,47768.00,0.0670,CONSISTENT_WITH_CONVERSION,60,118|119
FHA140CVMA-RZF140CVM,FHA140CVMA/RZF140CVM,140,14.0,47800,47768.00,0.0670,CONSISTENT_WITH_CONVERSION,58,114|115
FHA140CVMA-RZF140CYM,FHA140CVMA/RZF140CYM,140,14.0,47800,47768.00,0.0670,CONSISTENT_WITH_CONVERSION,58,114|115
FHA50CVMV-RZA50DV2V,FHA50CVMV/RZA50DV2V,50,5.0,17100,17060.00,0.2345,CONSISTENT_WITH_CONVERSION,60,118|119
